Tab,Ticker,Sector,Current Price,52-Week High,RSI,P/E Ratio,PEG,P/S Ratio,PSG,Market Cap,Target Price,Upside %,Revenue Growth %,EPS Growth %,Gross Margin %,Net Profit Margin %,Debt/Equity,Beta,Insider Ownership %,Institutional Ownership %,Analyst Recom,Short Interest,Short Float %,Investment Score
Investment Master,RYAN,Financial,37.08,69.1,63.58,50.39,1.51,3.09,0.21,9776470000,41.56,12.08,14.57,158.3,,3.43,5.88,0.59,12.69,87.97,2.29,14.28,12.63,55.2
Investment Master,HAYW,Industrials,16.14,17.73,70.17,22.34,1.43,3.05,0.26,3501780000,17.25,6.88,11.53,62.54,45.02,13.98,0.63,1.05,2.76,100.59,2.4,9.88,4.68,55.1
Investment Master,GNTX,Consumer Cyclical,25.58,29.38,58.06,14.42,0.99,2.07,0.12,5447880000,27.43,7.23,17.11,9.51,34.32,14.53,0.0,0.76,0.41,96.26,1.91,14.84,7.0,54.5
Investment Master,ALRM,Technology,45.23,59.53,52.25,18.77,2.32,2.16,0.2,2237100000,59.0,30.44,11.04,-10.25,62.66,12.36,0.66,0.78,6.02,97.51,2.5,2.53,5.43,54.5
Investment Master,SYF,Financial,78.73,88.77,67.18,8.15,0.94,1.4,,26482430000,89.23,13.34,-2.87,19.88,81.03,18.53,1.0,1.28,0.66,108.37,1.92,21.24,6.35,54.3
Investment Master,DIS,Communication Services,98.54,124.69,41.92,15.77,1.08,1.76,0.24,171115830000,132.46,34.42,7.45,-29.76,31.63,11.53,0.44,1.39,0.22,78.34,1.32,24.14,1.39,54.2
Investment Master,VST,Utilities,165.25,219.81,58.94,27.59,0.18,3.39,,55720310000,230.18,39.29,-10.0,407.29,14.65,12.45,3.56,1.39,1.17,91.2,1.38,15.36,4.6,54.1
Investment Master,CFG,Financial,70.25,71.2,69.94,16.64,0.46,2.45,0.91,29707460000,73.92,5.22,2.69,46.43,,15.09,0.47,0.97,1.14,98.42,1.35,16.05,3.83,54.0
Investment Master,OKTA,Technology,123.91,142.34,64.14,90.0,2.58,7.19,0.64,21536560000,121.38,-2.04,11.19,20.1,77.44,8.24,0.06,0.79,5.03,93.44,1.79,7.85,4.76,53.8
Investment Master,MGY,Energy,27.12,32.76,44.73,15.73,0.71,3.91,1.67,5166130000,33.33,22.9,2.34,-0.28,46.04,24.06,0.2,0.68,0.98,111.01,1.95,19.82,10.82,53.7
Investment Master,XYL,Industrials,116.71,154.28,62.34,29.0,1.95,3.05,1.13,27741210000,152.94,31.04,2.71,14.41,38.48,10.8,0.19,1.01,0.45,96.92,1.77,8.17,3.45,53.4
Investment Master,NET,Technology,223.82,276.8,47.79,,4.36,34.13,1.02,79483580000,244.86,9.4,33.54,41.55,73.3,-3.72,2.31,1.68,10.49,79.91,1.95,8.94,2.81,53.2
Investment Master,AMAT,Technology,647.84,669.19,68.04,60.87,1.35,17.72,1.55,514362610000,571.53,-11.78,11.41,33.44,48.96,29.31,0.3,1.51,0.6,83.05,1.46,21.91,2.77,53.0
Investment Master,EME,Industrials,835.84,951.98,48.42,27.97,2.0,2.09,0.11,37145180000,1000.14,19.66,19.67,30.04,19.29,7.54,0.13,1.11,0.8,97.57,1.91,1.23,2.8,53.0
Investment Master,CRWV,Technology,95.45,173.36,40.82,,,8.36,0.07,52072560000,142.27,49.05,111.69,-76.43,34.82,-25.58,7.39,6.85,38.0,44.68,1.9,69.01,20.4,52.8
Investment Master,PWR,Industrials,702.3,788.75,48.97,96.35,1.93,3.5,0.13,105387810000,802.79,14.31,26.33,51.81,13.3,3.67,0.7,1.21,1.12,94.38,1.69,3.81,2.56,52.8
Investment Master,NXT,Technology,108.13,163.12,37.7,28.2,1.31,4.61,,16399009999,156.27,44.52,-4.74,-7.61,32.19,16.46,0.02,1.95,1.63,108.69,1.78,8.49,5.74,52.6
Investment Master,AIG,Financial,76.35,87.3,53.84,13.49,0.81,1.52,,40478600000,88.0,15.26,-1.96,20.82,,11.86,0.23,0.54,0.37,97.94,2.31,10.52,1.99,52.5
Investment Master,APA,Energy,33.2,45.66,37.01,7.74,1.06,1.36,,11735210000,44.24,33.25,-11.72,32.16,41.44,17.8,0.7,0.35,0.64,100.44,2.7,27.86,7.92,52.4
Investment Master,IBM,Technology,267.95,332.49,52.05,23.69,2.41,3.65,0.39,251837560000,298.53,11.41,9.46,14.44,57.8,15.61,2.12,0.7,0.2,66.11,1.92,29.94,3.19,52.3
Investment Master,PYPL,Financial,43.6,79.5,52.31,8.18,1.32,1.13,0.13,38455740000,47.21,8.28,8.81,-6.09,41.43,14.87,0.58,1.33,0.36,78.14,2.83,54.35,6.18,52.2
Investment Master,JCI,Industrials,141.25,149.38,47.94,25.26,1.18,3.53,0.43,86178830000,157.1,11.22,8.21,38.05,36.49,14.45,0.7,1.3,0.38,93.98,2.19,8.15,1.34,52.2
Investment Master,PFG,Financial,106.26,112.44,50.01,15.19,1.01,1.48,,22954560000,102.25,-3.77,-4.51,816.94,,10.1,0.33,0.88,1.08,81.34,3.0,9.39,4.38,52.0
Investment Master,IRM,Real Estate,131.48,134.67,58.34,144.38,3.7,5.4,0.25,39119940000,131.55,0.05,21.58,787.08,40.39,3.76,,1.2,1.04,88.24,1.5,8.07,2.74,51.7
Investment Master,FTNT,Technology,150.82,151.98,67.16,58.27,3.88,15.54,0.77,110495900000,114.74,-23.92,20.13,28.98,80.3,27.49,0.5,1.08,17.35,70.81,2.72,18.8,3.1,51.6
Investment Master,MWA,Industrials,26.91,31.01,59.55,20.42,2.13,2.88,0.52,4209850000,32.2,19.66,5.52,15.29,37.58,14.17,0.42,1.0,1.0,95.96,2.2,4.15,2.68,51.4
Investment Master,DVN,Energy,42.89,52.71,41.79,11.9,0.47,2.93,0.96,49469460000,61.23,42.76,3.06,-74.64,23.26,13.45,0.56,0.42,1.66,47.89,1.36,29.53,2.6,51.1
Investment Master,RGTI,Technology,18.78,58.14,43.27,,,623.0,3.13,6242450000,31.0,65.07,198.91,-148.42,-59.45,-2253.59,0.01,2.0,1.79,52.88,1.69,59.24,18.15,51.1
Investment Master,STM,Technology,71.67,81.42,50.7,465.97,0.31,5.13,0.22,63695670000,73.01,1.87,23.2,-32.33,33.84,1.17,0.14,1.91,0.06,12.18,2.0,11.28,1.27,50.8
Investment Master,VSNT,Communication Services,36.09,59.0,31.26,6.1,0.55,0.76,,5093200000,43.33,20.06,-1.17,-20.39,40.88,12.72,0.37,,0.49,83.01,2.62,2.71,1.93,50.6
Investment Master,MBLY,Consumer Cyclical,7.88,20.18,33.13,,1.08,3.3,0.12,6636420000,12.49,58.5,27.4,-3620.7,47.37,-203.97,0.0,1.27,79.88,22.15,2.31,29.57,17.42,50.4
Investment Master,COP,Energy,106.36,135.87,34.0,18.08,0.83,2.24,,129576280000,145.38,36.69,-5.2,-20.22,23.54,12.61,0.36,0.12,0.29,87.42,1.73,23.94,1.97,50.2
Investment Master,SN,Consumer Cyclical,143.11,145.88,68.21,28.85,1.45,3.07,0.2,20252980000,149.46,4.44,15.55,2.94,48.62,10.7,0.31,1.18,41.04,58.81,1.14,9.1,10.91,50.1
Investment Master,LAUR,Consumer Defensive,36.68,38.28,60.32,19.35,0.8,2.95,0.19,5133960000,40.25,9.73,15.43,-14.91,26.92,16.08,0.69,0.38,7.55,94.8,1.33,5.17,3.99,50.0
Investment Master,KLAC,Technology,249.5,269.9,59.18,70.53,2.17,24.9,2.16,325915680000,213.15,-14.57,11.52,11.65,59.91,35.68,1.05,1.39,0.33,91.77,2.0,40.76,3.12,49.9
Investment Master,FHN,Financial,25.4,26.56,62.27,12.73,0.88,2.41,2.04,12054960000,27.07,6.57,1.18,29.74,,20.05,0.6,0.6,1.61,86.89,2.19,16.34,3.49,49.7
Investment Master,MC,Financial,64.93,78.21,44.29,23.31,1.37,3.46,0.8,5286910000,71.7,10.43,4.3,-24.43,,14.46,0.55,1.83,1.1,108.88,2.64,4.28,5.81,49.4
Investment Master,MTDR,Energy,50.61,66.84,39.3,13.03,0.4,1.75,,6284660000,73.4,45.03,-6.42,-115.17,38.9,13.45,0.62,0.74,7.33,94.96,1.43,12.76,11.09,49.4
Investment Master,ETN,Industrials,406.75,436.76,50.26,39.76,1.83,5.54,0.33,157941020000,463.92,14.06,16.84,-9.15,36.89,13.99,1.11,1.17,0.3,87.75,1.7,9.43,2.43,49.3
Investment Master,KEY,Financial,23.34,23.71,69.0,14.3,0.62,2.26,,25196030000,24.25,3.9,-1.18,33.12,,16.19,0.85,1.0,0.49,88.33,1.95,36.64,3.41,49.2
Investment Master,MSI,Technology,400.72,492.22,45.83,32.31,2.29,5.6,0.76,66517030000,509.2,27.07,7.36,-13.97,49.07,17.61,3.77,0.89,0.47,90.07,1.47,3.02,1.83,49.2
Investment Master,ASB,Financial,30.8,31.1,70.55,10.71,1.06,2.06,0.7,5111000000,31.3,1.62,2.96,18.38,,19.35,0.89,0.75,14.67,89.71,2.2,7.44,5.25,48.8
Investment Master,BANC,Financial,20.9,21.62,68.12,16.09,0.34,1.77,3.16,3222050000,22.86,9.38,0.56,49.77,,11.39,0.99,0.72,3.48,96.97,1.27,9.01,6.04,48.7
Investment Master,FITB,Financial,56.33,56.59,70.47,18.89,0.75,3.62,0.16,51052540000,58.08,3.11,23.33,-78.19,,14.38,0.59,0.9,0.53,91.45,1.7,45.26,5.02,48.7
Investment Master,PANW,Technology,297.64,302.94,67.96,244.83,5.76,22.87,0.73,242572540000,320.25,7.6,31.15,-159.65,71.94,7.95,0.07,0.93,1.09,80.37,1.57,22.53,2.79,48.3
Investment Master,ZION,Financial,68.91,69.8,69.38,10.71,1.4,2.06,,10136100000,69.62,1.03,-1.33,37.45,,19.2,0.36,0.77,1.62,80.58,2.54,6.88,4.75,47.9
Investment Master,NTLA,Healthcare,16.87,28.25,66.26,,,35.66,,2356780000,26.61,57.74,-9.5,26.48,76.32,-597.04,0.13,1.74,4.46,76.26,2.23,50.32,37.68,47.7
Investment Master,ONTO,Technology,326.48,353.18,57.16,151.56,0.96,15.76,1.66,16240030000,360.55,10.44,9.51,-47.97,49.26,10.33,0.0,1.51,0.66,99.33,1.08,2.57,5.2,47.5
Investment Master,MTB,Financial,236.2,239.0,67.94,13.22,1.06,2.62,1.71,34590330000,235.72,-0.2,1.53,24.62,,20.98,0.68,0.55,0.4,93.82,2.55,6.15,4.22,47.3
Investment Master,PR,Energy,18.92,22.68,44.29,22.01,0.49,3.12,3.67,15837300000,25.45,34.51,0.85,-88.07,31.86,12.82,0.33,0.46,10.92,84.8,1.19,25.38,3.4,47.1
Investment Master,WBS,Financial,75.36,76.12,62.88,12.34,0.93,2.75,1.29,12211130000,74.29,-1.42,2.14,15.16,,22.37,0.59,0.99,1.64,92.06,2.85,11.88,7.39,47.0
Investment Master,CRSP,Healthcare,55.94,78.48,59.36,,,1315.94,19.2,5395350000,81.1,44.98,68.55,19.13,-5283.4,-13856.54,0.43,1.69,7.19,72.77,1.85,26.57,29.69,46.4
Investment Master,RF,Financial,29.96,31.53,66.38,12.42,0.98,2.67,4.68,25567250000,30.65,2.3,0.57,21.53,,22.3,0.34,0.99,0.34,85.91,2.58,53.96,6.34,46.3
Investment Master,FNB,Financial,19.16,19.32,69.4,11.82,0.87,2.53,3.29,6820270000,20.56,7.31,0.77,18.03,,21.7,0.65,0.84,1.62,88.6,1.33,29.73,8.49,46.2
Investment Master,FOX,Communication Services,44.57,68.17,25.73,11.76,1.45,1.21,,19610240000,69.08,54.99,-8.63,-48.79,34.37,10.56,0.69,0.62,68.46,34.04,2.32,11.56,8.73,45.9
Investment Master,EQIX,Real Estate,1076.37,1128.63,49.48,74.44,3.82,11.25,1.14,106156180000,1204.61,11.91,9.84,19.96,27.71,15.07,1.63,0.95,0.49,100.11,1.48,1.89,1.92,44.6
Investment Master,POWL,Industrials,294.08,327.99,51.62,57.47,2.63,9.46,1.47,10713820000,289.17,-1.67,6.45,-1.12,30.05,16.51,0.0,1.11,21.71,80.48,1.86,2.69,9.44,44.6
Investment Master,FULT,Financial,24.27,24.37,72.02,11.58,1.42,2.46,,4638810000,23.62,-2.68,-1.38,3.32,,20.31,0.36,0.77,1.15,78.14,2.62,9.56,5.06,44.2
Investment Master,FLNC,Utilities,19.42,33.51,43.38,,,1.39,0.18,3579940000,18.65,-3.96,7.71,33.88,11.1,-1.62,1.09,2.73,24.53,72.37,2.86,25.44,25.37,42.1
Investment Master,BMI,Technology,140.36,249.57,63.34,31.74,4.42,4.57,,4096490000,147.0,4.73,-8.97,-28.33,41.37,14.56,0.0,0.63,0.85,108.13,2.13,4.31,14.86,41.9
Investment Master,GFS,Technology,80.63,92.55,51.16,57.93,1.38,6.47,2.09,44243610000,82.05,1.76,3.09,-51.3,26.11,11.37,0.15,1.73,76.29,25.64,2.12,6.38,4.9,41.5
Investment Master,CARR,Industrials,74.46,81.09,63.66,48.92,1.96,2.83,1.2,61845020000,76.4,2.61,2.36,-39.54,25.18,5.98,0.93,1.26,4.78,89.7,2.03,16.62,2.1,39.6
Investment Master,ACLS,Technology,174.93,193.79,54.55,54.5,41.0,6.36,1.92,5376280000,169.67,-3.01,3.32,-66.35,43.07,11.93,0.07,1.84,1.42,111.65,2.67,1.91,6.32,38.7
Investment Master,MGM,Consumer Cyclical,48.32,51.59,65.81,66.65,,0.7,0.17,12362730000,47.06,-2.61,4.15,-5.9,38.26,1.06,13.02,1.27,27.46,68.33,2.38,20.82,11.22,38.0
Investment Master,DOW,Basic Materials,29.16,42.75,23.27,,,0.53,,21013220000,42.12,44.44,-6.11,-69.17,5.98,-7.27,1.29,0.44,0.32,74.3,2.22,30.69,4.27,37.4
Investment Master,INTC,Technology,130.99,141.44,58.92,,1.09,12.25,1.71,658380850000,102.7,-21.6,7.18,-288.04,35.9,-5.9,0.4,2.16,15.64,62.0,2.54,143.87,3.39,36.9
Investment Master,PRME,Healthcare,3.36,6.95,55.93,,,150.36,,605970000,7.16,113.1,-41.13,30.04,-85.35,-4917.55,1.49,2.31,47.44,43.28,1.67,32.53,34.26,35.2
Investment Master,QBTS,Technology,22.46,46.75,45.66,,,668.82,,8320160000,38.31,70.57,-80.95,-164.55,32.92,-2957.23,0.04,2.15,3.55,47.56,1.14,55.75,15.6,35.2
Investment Master,HON,Industrials,232.64,248.18,58.39,32.98,2.32,3.72,,147413060000,247.17,6.25,-6.9,-42.16,38.06,11.37,2.78,0.85,0.17,79.66,2.07,19.34,3.06,34.5
Investment Master,SMR,Industrials,10.12,57.4,44.52,,,198.21,,3700500000,15.85,56.62,-95.78,-25.52,19.69,-2066.55,0.0,2.27,3.2,48.92,2.36,69.5,20.72,31.4
Investment Master,BKSY,Industrials,24.76,52.88,33.06,,,9.39,,918790000,39.17,58.2,-29.68,-97.33,36.21,-89.06,2.61,2.66,14.91,62.43,1.62,7.99,25.3,29.7
Investment Master,AI,Technology,8.82,30.11,35.15,,,5.12,,1281470000,8.82,0.0,-52.54,-32.13,30.92,-187.95,0.09,2.07,12.62,59.16,3.4,45.23,35.63,23.1
Investment Master,NVTS,Technology,17.34,34.17,38.74,,,100.06,,4052580000,14.46,-16.61,-38.66,-63.95,-16.69,-330.67,0.02,3.84,13.39,44.87,2.88,37.75,18.65,21.3
Speculative Investments,NNE,Industrials,20.07,60.89,39.0,,,,,1045050000,45.6,127.2,,69.08,,,0.0,5.3,17.8,46.27,1.33,11.48,26.83,82.6
Speculative Investments,OCTV,Technology,16.1,30.0,40.57,,22.94,,,4321850000,23.01,42.92,,,,,0.01,,21.88,0.33,1.67,0.78,0.37,70.6
Speculative Investments,OKLO,Utilities,50.75,193.85,37.11,,,,,8830060000,88.61,74.6,,-173.38,,,0.0,1.2,16.18,53.14,2.0,27.22,18.66,59.2
Speculative Investments,QS,Consumer Cyclical,7.18,19.07,44.49,,,,,4416740000,7.0,-2.51,,20.98,,,0.06,2.64,19.38,36.69,3.5,94.7,19.1,51.1
Speculative Investments,INFQ,Technology,13.99,27.5,48.98,,,322.68,,3052580000,20.67,47.75,,-63925.0,21.04,-1027.12,0.01,,14.17,14.96,1.0,8.23,4.39,45.6
Speculative Investments,UEC,Energy,10.64,20.35,39.47,,,260.54,,5262970000,18.25,71.52,,-51.78,-99.39,-513.24,0.0,1.22,1.95,80.58,1.22,57.86,11.92,42.6
